device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
468191687,6406081417,"(0.34787556529045105, 0.2498396635055542)","(-50.86762619018555, 172.5174560546875, 56.937889099121094)",1,3.846481323242188,1,"(-26.51675033569336, 1.0833674669265747, 642.078857421875)","(0.5631965398788452, 0.4820908308029175, 0.4852541387081146)",1,"(0.39258038997650146, 0.2128734141588211)","(-35.109886169433594, 179.40478515625, 59.444671630859375)",1,3.52587890625,1,"(31.458328247070312, -3.454057216644287, 638.6549072265625)","(0.4339537024497986, 0.4971402585506439, 0.47887706756591797)",1
468208342,6406098082,"(0.3471723198890686, 0.2468406707048416)","(-51.11550521850586, 173.07620239257812, 57.14122772216797)",1,3.818328857421875,1,"(-26.569887161254883, 1.0363895893096924, 641.9750366210938)","(0.5633251070976257, 0.4822281301021576, 0.48505091667175293)",1,"(0.3923049569129944, 0.23292167484760284)","(-35.20698165893555, 175.66952514648438, 58.08509826660156)",1,3.4978179931640625,1,"(31.396995544433594, -3.4924919605255127, 638.5567016601562)","(0.43408095836639404, 0.49725499749183655, 0.47867530584335327)",1
468224997,6406114749,"(0.34747016429901123, 0.24745191633701324)","(-51.010520935058594, 172.96231079101562, 57.09977722167969)",1,3.816314697265625,1,"(-26.630367279052734, 0.9459818601608276, 641.7745971679688)","(0.5634797811508179, 0.4824935495853424, 0.48465514183044434)",1,"(0.39037641882896423, 0.24612689018249512)","(-35.88675308227539, 173.20919799804688, 57.18962097167969)",1,3.50347900390625,1,"(31.325355529785156, -3.567255973815918, 638.3623046875)","(0.4342215359210968, 0.49747955799102783, 0.4782807528972626)",1
468241651,6406131417,"(0.3489125967025757, 0.24859637022018433)","(-50.5020866394043, 172.7490997314453, 57.02214050292969)",1,3.797042846679688,1,"(-26.630516052246094, 0.8907883763313293, 641.9630126953125)","(0.5634638071060181, 0.4826582968235016, 0.48503148555755615)",1,"(0.39028093218803406, 0.24379867315292358)","(-35.920413970947266, 173.6429901123047, 57.34749984741211)",1,3.4893951416015625,1,"(31.34192657470703, -3.6167795658111572, 638.5503540039062)","(0.43420612812042236, 0.49762433767318726, 0.4786585569381714)",1
468258306,6406148075,"(0.348652184009552, 0.2427425980567932)","(-50.59387969970703, 173.83975219726562, 57.41911315917969)",1,3.7843170166015625,1,"(-26.649747848510742, 0.8784192204475403, 641.8838500976562)","(0.5635141134262085, 0.4826940596103668, 0.4848748743534088)",1,"(0.390029639005661, 0.2369045466184616)","(-36.00899887084961, 174.92747497558594, 57.815006256103516)",1,3.470123291015625,1,"(31.31871795654297, -3.6250455379486084, 638.4730834960938)","(0.43424972891807556, 0.49764978885650635, 0.4785020649433136)",1
468274961,6406164730,"(0.3548487424850464, 0.24689145386219025)","(-48.409698486328125, 173.06674194335938, 57.13779067993164)",1,3.765060424804688,1,"(-26.663909912109375, 0.939853310585022, 641.8330078125)","(0.5635491609573364, 0.48251116275787354, 0.484774649143219)",1,"(0.3893260359764099, 0.24512551724910736)","(-36.25699996948242, 173.39576721191406, 57.25751876831055)",1,3.454254150390625,1,"(31.308921813964844, -3.557255744934082, 638.42236328125)","(0.4342646598815918, 0.497448205947876, 0.47839903831481934)",1
468291615,6406181386,"(0.354314386844635, 0.24319353699684143)","(-48.598052978515625, 173.7557373046875, 57.3885498046875)",1,3.7599945068359375,1,"(-26.6840877532959, 1.0464898347854614, 641.8250732421875)","(0.5635926723480225, 0.48219427466392517, 0.48476073145866394)",1,"(0.3890926241874695, 0.2428523153066635)","(-36.33927536010742, 173.81932067871094, 57.41167449951172)",1,3.450469970703125,1,"(31.293182373046875, -3.442514181137085, 638.4150390625)","(0.43429669737815857, 0.49710559844970703, 0.47838160395622253)",1
468308270,6406198049,"(0.34936392307281494, 0.24925671517848969)","(-50.34300994873047, 172.62606811523438, 56.97743606567383)",1,3.743072509765625,1,"(-26.70001983642578, 1.1165558099746704, 641.8164672851562)","(0.5636276006698608, 0.4819859564304352, 0.4847451150417328)",1,"(0.3880769610404968, 0.2340833842754364)","(-36.697269439697266, 175.45306396484375, 58.006343841552734)",1,3.4391632080078125,1,"(31.278656005859375, -3.3651814460754395, 638.406982421875)","(0.4343266487121582, 0.4968746602535248, 0.47836315631866455)",1
468324925,6406214713,"(0.3512774407863617, 0.26112261414527893)","(-49.66852569580078, 170.41525268554688, 56.172786712646484)",1,3.7436676025390634,1,"(-26.71440315246582, 1.159952998161316, 641.6780395507812)","(0.5636715888977051, 0.48185595870018005, 0.48446986079216003)",1,"(0.3933751881122589, 0.2449326515197754)","(-34.829742431640625, 173.4316864013672, 57.27061080932617)",1,3.436431884765625,1,"(31.251708984375, -3.3096721172332764, 638.2702026367188)","(0.43437081575393677, 0.4967105984687805, 0.47808679938316345)",1
468341580,6406231376,"(0.3525947034358978, 0.255818247795105)","(-49.2042121887207, 171.403564453125, 56.5324592590332)",1,3.7291259765625,1,"(-26.69451332092285, 1.121159315109253, 641.799072265625)","(0.563616931438446, 0.481972336769104, 0.4847099483013153)",1,"(0.39365464448928833, 0.2506609857082367)","(-34.73123550415039, 172.36444091796875, 56.88214111328125)",1,3.4181060791015625,1,"(31.283981323242188, -3.340928316116333, 638.3890380859375)","(0.43431222438812256, 0.4968027174472809, 0.4783276319503784)",1
468358234,6406248031,"(0.3546767830848694, 0.24889330565929413)","(-48.47031784057617, 172.69378662109375, 57.00205993652344)",1,3.726760864257813,1,"(-26.680797576904297, 1.0012012720108032, 641.725341796875)","(0.5635954737663269, 0.4823281168937683, 0.484561026096344)",1,"(0.38609400391578674, 0.2415103018283844)","(-37.396240234375, 174.06935119628906, 57.502685546875)",1,3.39410400390625,1,"(31.29742431640625, -3.4539754390716553, 638.3143920898438)","(0.43427640199661255, 0.49714168906211853, 0.47818103432655334)",1
468374889,6406264687,"(0.3557575047016144, 0.24391639232635498)","(-48.08938217163086, 173.62107849121094, 57.33952331542969)",1,3.706588745117188,1,"(-26.648815155029297, 0.9114087224006653, 641.81640625)","(0.5635176301002502, 0.48259586095809937, 0.48474010825157166)",1,"(0.38464099168777466, 0.24600860476493835)","(-37.908390045166016, 173.23121643066406, 57.19765853881836)",1,3.3930816650390625,1,"(31.340438842773438, -3.535646677017212, 638.4024658203125)","(0.4341914653778076, 0.4973849356174469, 0.47836217284202576)",1
468391544,6406281343,"(0.35624051094055176, 0.24634087085723877)","(-47.91911697387695, 173.16934204101562, 57.17509078979492)",1,3.707550048828125,1,"(-26.61822509765625, 0.8412805795669556, 641.8284301757812)","(0.5634498000144958, 0.4828047454357147, 0.4847613573074341)",1,"(0.3816654086112976, 0.2415335327386856)","(-38.95724105834961, 174.06500244140625, 57.50112533569336)",1,3.3975372314453125,1,"(31.378341674804688, -3.6007378101348877, 638.411376953125)","(0.43410900235176086, 0.497579962015152, 0.478384405374527)",1
468408198,6406297999,"(0.3545778691768646, 0.2401060163974762)","(-48.505157470703125, 174.3309783935547, 57.597900390625)",1,3.712432861328125,1,"(-26.599285125732422, 0.8294034600257874, 641.7666015625)","(0.5634136199951172, 0.4828402101993561, 0.48463621735572815)",1,"(0.3823948800563812, 0.23278836905956268)","(-38.70012664794922, 175.69435119628906, 58.09420394897461)",1,3.3900604248046875,1,"(31.391082763671875, -3.6093873977661133, 638.3482666015625)","(0.4340737462043762, 0.4976072907447815, 0.4782596528530121)",1
468424853,6406314658,"(0.3525109887123108, 0.23755832016468048)","(-49.233699798583984, 174.80564880371094, 57.77067947387695)",1,3.7071533203125,1,"(-26.557544708251953, 0.9076165556907654, 641.6224975585938)","(0.5633325576782227, 0.48260849714279175, 0.48434507846832275)",1,"(0.3867800533771515, 0.24904875457286835)","(-37.15439987182617, 172.66476440429688, 56.99155807495117)",1,3.398681640625,1,"(31.414154052734375, -3.5257086753845215, 638.200927734375)","(0.4340040981769562, 0.49736085534095764, 0.47796666622161865)",1
468441508,6406331317,"(0.35632845759391785, 0.2440459281206131)","(-47.888118743896484, 173.596923828125, 57.33073806762695)",1,3.70001220703125,1,"(-26.52420997619629, 0.9722724556922913, 641.52783203125)","(0.563265860080719, 0.4824169874191284, 0.4841533303260803)",1,"(0.38674095273017883, 0.2526891529560089)","(-37.1682014465332, 171.98654174804688, 56.744625091552734)",1,3.3921051025390625,1,"(31.440719604492188, -3.4604220390319824, 638.1029052734375)","(0.43393245339393616, 0.4971684217453003, 0.4777728319168091)",1
468458162,6406347974,"(0.3547355830669403, 0.2451447993516922)","(-48.449581146240234, 173.39219665527344, 57.2562141418457)",1,3.6895599365234375,1,"(-26.477670669555664, 1.0080002546310425, 641.3602294921875)","(0.5631769895553589, 0.4823112189769745, 0.48381468653678894)",1,"(0.38479456305503845, 0.24549445509910583)","(-37.854248046875, 173.3270263671875, 57.23248291015625)",1,3.38336181640625,1,"(31.477249145507812, -3.4329750537872314, 637.9310302734375)","(0.4338310658931732, 0.4970904588699341, 0.4774327278137207)",1
468474817,6406364630,"(0.3549736440181732, 0.2532477080821991)","(-48.36566162109375, 171.8824920654297, 56.70672607421875)",1,3.6772308349609375,1,"(-26.43941879272461, 1.0239427089691162, 641.2041015625)","(0.5631058812141418, 0.48226398229599, 0.4834994971752167)",1,"(0.38513559103012085, 0.2449139654636383)","(-37.734066009521484, 173.43521118164062, 57.27186584472656)",1,3.386825561523437,1,"(31.500350952148438, -3.426473379135132, 637.7719116210938)","(0.4337615966796875, 0.4970744252204895, 0.47711706161499023)",1
468491472,6406381287,"(0.3511393368244171, 0.2543228566646576)","(-49.717201232910156, 171.6821746826172, 56.633827209472656)",1,3.676788330078125,1,"(-26.406320571899414, 1.0052489042282104, 641.443115234375)","(0.5630106329917908, 0.48232173919677734, 0.4839743673801422)",1,"(0.37882694602012634, 0.2498141974210739)","(-39.95777130126953, 172.522216796875, 56.939579010009766)",1,3.378082275390625,1,"(31.54737091064453, -3.452920913696289, 638.008056640625)","(0.43368294835090637, 0.4971505403518677, 0.4775937497615814)",1
468508126,6406397941,"(0.3445817828178406, 0.24861614406108856)","(-52.02864456176758, 172.74545288085938, 57.02080154418945)",1,3.688766479492188,1,"(-26.415300369262695, 0.9859079718589783, 641.4036254882812)","(0.5630345940589905, 0.48237869143486023, 0.4838962256908417)",1,"(0.37350204586982727, 0.2613499164581299)","(-41.834712982177734, 170.3729248046875, 56.15729522705078)",1,3.3642120361328125,1,"(31.5284423828125, -3.476138114929199, 637.9703369140625)","(0.433721661567688, 0.4972200095653534, 0.47751671075820923)",1
468524781,6406414595,"(0.34628674387931824, 0.2460811734199524)","(-51.42764663696289, 173.2177276611328, 57.19269943237305)",1,3.694793701171875,1,"(-26.401565551757812, 0.9824618101119995, 641.2979736328125)","(0.5630137920379639, 0.4823886752128601, 0.4836839735507965)",1,"(0.3748643100261688, 0.25319692492485046)","(-41.35453414916992, 171.89195251464844, 56.710174560546875)",1,3.364288330078125,1,"(31.52519989013672, -3.4825501441955566, 637.8645629882812)","(0.43371737003326416, 0.49724093079566956, 0.47730517387390137)",1
468541436,6406431248,"(0.3453136086463928, 0.24651360511779785)","(-51.770660400390625, 173.1371307373047, 57.16340637207031)",1,3.6900634765625,1,"(-26.400556564331055, 0.9906789660453796, 641.1334228515625)","(0.563026487827301, 0.48236337304115295, 0.48335498571395874)",1,"(0.38007429242134094, 0.24607345461845398)","(-39.51810073852539, 173.21917724609375, 57.1932373046875)",1,3.358856201171875,1,"(31.507835388183594, -3.479092836380005, 637.7010498046875)","(0.4337381422519684, 0.49723300337791443, 0.47697681188583374)",1
468558090,6406447900,"(0.34559252858161926, 0.24913674592971802)","(-51.67235565185547, 172.64840698242188, 56.98551940917969)",1,3.689254760742188,1,"(-26.390438079833984, 1.0334669351577759, 640.9556884765625)","(0.5630193948745728, 0.48223552107810974, 0.48299914598464966)",1,"(0.37979093194007874, 0.24224650859832764)","(-39.61796951293945, 173.9321746826172, 57.45274353027344)",1,3.3563385009765625,1,"(31.500030517578125, -3.444958448410034, 637.5230712890625)","(0.4337352216243744, 0.49713394045829773, 0.47662022709846497)",1
468574745,6406464554,"(0.34898829460144043, 0.25053301453590393)","(-50.47539138793945, 172.3882598876953, 56.89084243774414)",1,3.699417114257813,1,"(-26.39103126525879, 1.074931025505066, 640.7486572265625)","(0.5630389451980591, 0.4821110963821411, 0.48258569836616516)",1,"(0.37639927864074707, 0.23476777970790863)","(-40.813472747802734, 175.32557678222656, 57.959869384765625)",1,3.3626251220703125,1,"(31.481430053710938, -3.4140350818634033, 637.316650390625)","(0.4337534010410309, 0.4970446527004242, 0.4762056767940521)",1
468591400,6406481207,"(0.35107892751693726, 0.25394779443740845)","(-49.73848342895508, 171.7520294189453, 56.65929412841797)",1,3.6982421875,1,"(-26.386371612548828, 1.0969887971878052, 640.576904296875)","(0.5630438923835754, 0.48204460740089417, 0.4822421967983246)",1,"(0.3806948661804199, 0.23638057708740234)","(-39.299339294433594, 175.02508544921875, 57.85050964355469)",1,3.3645782470703125,1,"(31.468971252441406, -3.4052982330322266, 637.1450805664062)","(0.43376216292381287, 0.4970211684703827, 0.4758615791797638)",1
468608055,6406497861,"(0.35158708691596985, 0.2566063106060028)","(-49.559356689453125, 171.2567138671875, 56.47904968261719)",1,3.7117919921875,1,"(-26.386688232421875, 1.1004124879837036, 640.3931274414062)","(0.5630614161491394, 0.48203331232070923, 0.48187488317489624)",1,"(0.380655974149704, 0.23725320398807526)","(-39.31303405761719, 174.86248779296875, 57.791358947753906)",1,3.374130249023437,1,"(31.45354461669922, -3.4083292484283447, 636.9620971679688)","(0.4337765872478485, 0.4970329999923706, 0.4754946231842041)",1
468624709,6406514516,"(0.35346344113349915, 0.2569541037082672)","(-48.89796829223633, 171.19192504882812, 56.45543670654297)",1,3.7194976806640634,1,"(-26.394384384155273, 1.0854582786560059, 640.3189697265625)","(0.563085675239563, 0.48207712173461914, 0.4817273020744324)",1,"(0.3798926770687103, 0.23076093196868896)","(-39.582096099853516, 176.07208251953125, 58.23163986206055)",1,3.37066650390625,1,"(31.439369201660156, -3.4277753829956055, 636.8890380859375)","(0.43380072712898254, 0.49709203839302063, 0.4753475487232208)",1
468641364,6406531171,"(0.35165536403656006, 0.25776299834251404)","(-49.53530502319336, 171.0412139892578, 56.400543212890625)",1,3.7243499755859375,1,"(-26.397199630737305, 1.0786206722259521, 640.262451171875)","(0.5630972385406494, 0.48209699988365173, 0.48161450028419495)",1,"(0.3788469433784485, 0.22576820850372314)","(-39.950706481933594, 177.0023193359375, 58.57023620605469)",1,3.37139892578125,1,"(31.432151794433594, -3.438438653945923, 636.8330078125)","(0.4338109493255615, 0.49712473154067993, 0.4752349853515625)",1
468658019,6406547827,"(0.3479011654853821, 0.25156474113464355)","(-50.85862350463867, 172.19606018066406, 56.82089614868164)",1,3.72674560546875,1,"(-26.399803161621094, 1.0838011503219604, 640.1848754882812)","(0.5631101131439209, 0.4820810556411743, 0.4814598262310028)",1,"(0.38134273886680603, 0.23154567182064056)","(-39.07097244262695, 175.92587280273438, 58.178436279296875)",1,3.3917694091796875,1,"(31.424301147460938, -3.4356026649475098, 636.7557983398438)","(0.4338199496269226, 0.49711737036705017, 0.4750799536705017)",1
468674673,6406564482,"(0.35130685567855835, 0.2559914290904999)","(-49.65815353393555, 171.37130737304688, 56.52066421508789)",1,3.74652099609375,1,"(-26.38310432434082, 1.087300419807434, 640.2528686523438)","(0.5630665421485901, 0.48207151889801025, 0.48159435391426086)",1,"(0.38636088371276855, 0.23933684825897217)","(-37.302162170410156, 174.47427368164062, 57.65009689331055)",1,3.400985717773437,1,"(31.448448181152344, -3.4363362789154053, 636.8218383789062)","(0.43377310037612915, 0.49711906909942627, 0.4752143621444702)",1
468691328,6406581138,"(0.3536061644554138, 0.25855380296707153)","(-48.84767150878906, 170.8938751220703, 56.34687805175781)",1,3.759857177734375,1,"(-26.364940643310547, 1.090019702911377, 640.1219482421875)","(0.5630379915237427, 0.4820631146430969, 0.4813311696052551)",1,"(0.3863077461719513, 0.24082931876182556)","(-37.32090377807617, 174.19622802734375, 57.548866271972656)",1,3.40228271484375,1,"(31.45868682861328, -3.4359560012817383, 636.6893310546875)","(0.4337354004383087, 0.49712052941322327, 0.4749506711959839)",1
468707983,6406597794,"(0.35548973083496094, 0.24783234298229218)","(-48.183746337890625, 172.89144897460938, 57.073970794677734)",1,3.7714996337890634,1,"(-26.34070587158203, 1.0772769451141357, 640.1005249023438)","(0.5629861354827881, 0.4821015000343323, 0.4812863767147064)",1,"(0.3810717761516571, 0.24514615535736084)","(-39.166500091552734, 173.39195251464844, 57.25611114501953)",1,3.4252471923828125,1,"(31.488113403320312, -3.452111005783081, 636.6652221679688)","(0.43366706371307373, 0.4971700608730316, 0.47490552067756653)",1
468724637,6406614448,"(0.35607460141181946, 0.24391421675682068)","(-47.97758865356445, 173.6214599609375, 57.33967971801758)",1,3.762741088867188,1,"(-26.331283569335938, 1.044665813446045, 640.3426513671875)","(0.5629435777664185, 0.4822002053260803, 0.48176929354667664)",1,"(0.37868717312812805, 0.24878732860088348)","(-40.00701141357422, 172.71351623535156, 57.009220123291016)",1,3.4283599853515625,1,"(31.524940490722656, -3.4815917015075684, 636.905029296875)","(0.4336116313934326, 0.49725499749183655, 0.4753885567188263)",1
468741292,6406631104,"(0.35477402806282043, 0.2389172464609146)","(-48.43601608276367, 174.55245971679688, 57.67855453491211)",1,3.7794342041015625,1,"(-26.363445281982422, 1.0210916996002197, 640.2844848632812)","(0.5630210638046265, 0.4822691082954407, 0.48165562748908997)",1,"(0.3809160888195038, 0.24574998021125793)","(-39.221378326416016, 173.27940368652344, 57.215232849121094)",1,3.425872802734375,1,"(31.495285034179688, -3.496020555496216, 636.8493041992188)","(0.43367230892181396, 0.49729835987091064, 0.4752744138240814)",1
468757947,6406647760,"(0.35282400250434875, 0.24078351259231567)","(-49.12337875366211, 174.2047576904297, 57.5519905090332)",1,3.7859954833984375,1,"(-26.387712478637695, 1.0188400745391846, 640.3781127929688)","(0.5630666017532349, 0.48227569460868835, 0.4818447232246399)",1,"(0.3883632719516754, 0.24448621273040771)","(-36.59637451171875, 173.51487731933594, 57.30091094970703)",1,3.4548492431640625,1,"(31.481216430664062, -3.4884426593780518, 636.944580078125)","(0.43371427059173584, 0.49727359414100647, 0.47546327114105225)",1
468774601,6406664414,"(0.3548431992530823, 0.23979495465755463)","(-48.411651611328125, 174.3889617919922, 57.61899185180664)",1,3.799148559570313,1,"(-26.353137969970703, 1.0033478736877441, 640.9240112304688)","(0.5629398226737976, 0.48232579231262207, 0.4829327464103699)",1,"(0.39023828506469727, 0.23836858570575714)","(-35.93544387817383, 174.65467834472656, 57.715728759765625)",1,3.4736785888671875,1,"(31.56287384033203, -3.496626853942871, 637.4855346679688)","(0.4335913062095642, 0.497290700674057, 0.47655200958251953)",1
468791256,6406681070,"(0.35860690474510193, 0.23849618434906006)","(-47.08500671386719, 174.6309356689453, 57.70706558227539)",1,3.796920776367188,1,"(-26.239524841308594, 0.7614225745201111, 639.4052124023438)","(0.5628301501274109, 0.483040452003479, 0.4798876941204071)",1,"(0.4074738621711731, 0.33083340525627136)","(-29.86018943786621, 157.42710876464844, 51.44541931152344)",1,3.4743194580078125,1,"(31.565086364746094, -3.7255725860595703, 635.9612426757812)","(0.4334218204021454, 0.49800345301628113, 0.4735099971294403)",1
468807911,6406697726,"(0.39086291193962097, 0.5395278930664062)","(-35.71528244018555, 118.54423522949219, 37.29322052001953)",1,3.821197509765625,1,"(-26.082489013671875, 0.5371863842010498, 638.3422241210938)","(0.5625807642936707, 0.4837085008621216, 0.47775012254714966)",1,"(0.4436892569065094, 0.5443307757377625)","(-17.094852447509766, 117.64938354492188, 36.96752166748047)",1,3.4805908203125,1,"(31.608314514160156, -3.9443509578704834, 634.8916625976562)","(0.4332098364830017, 0.4986811876296997, 0.4713805019855499)",1
468824565,6406714381,"(0.4020582139492035, 0.541226327419281)","(-31.769113540649414, 118.22776794433594, 37.17802429199219)",1,3.8377685546875,1,"(-25.9927978515625, 0.5050594210624695, 638.5996704101562)","(0.5623574256896973, 0.48380759358406067, 0.4782572090625763)",1,"(0.44842398166656494, 0.5674600601196289)","(-15.425933837890625, 113.3400650024414, 35.399051666259766)",1,3.490997314453125,1,"(31.67449951171875, -3.981212854385376, 635.1450805664062)","(0.43309006094932556, 0.498788446187973, 0.47189366817474365)",1
468841220,6406731037,"(0.4154551327228546, 0.5419418215751648)","(-27.046920776367188, 118.09446716308594, 37.12950134277344)",1,3.837127685546875,1,"(-25.893131256103516, 0.5545188784599304, 639.197998046875)","(0.5620794892311096, 0.48366495966911316, 0.4794449508190155)",1,"(0.45952075719833374, 0.57171630859375)","(-11.514498710632324, 112.54705047607422, 35.11042785644531)",1,3.4759674072265625,1,"(31.80504608154297, -3.939605951309204, 635.7339477539062)","(0.43286165595054626, 0.49865543842315674, 0.4730825126171112)",1
468857875,6406747692,"(0.41455861926078796, 0.5387890338897705)","(-27.362926483154297, 118.681884765625, 37.34331512451172)",1,3.8371429443359375,1,"(-25.79828453063965, 0.5696890950202942, 639.7273559570312)","(0.5618197321891785, 0.48362427949905396, 0.4804951250553131)",1,"(0.4621609151363373, 0.5753798484802246)","(-10.583881378173828, 111.86444854736328, 34.861995697021484)",1,3.4780426025390625,1,"(31.932960510253906, -3.935096502304077, 636.25390625)","(0.4326326251029968, 0.4986349940299988, 0.47413378953933716)",1
468874530,6406764348,"(0.41526883840560913, 0.5493638515472412)","(-27.11258316040039, 116.7116470336914, 36.6262321472168)",1,3.858428955078125,1,"(-25.676841735839844, 0.5742209553718567, 640.539306640625)","(0.5614759922027588, 0.48361700773239136, 0.4821080267429352)",1,"(0.4622785151004791, 0.5776986479759216)","(-10.542452812194824, 111.43244934082031, 34.704742431640625)",1,3.497283935546875,1,"(32.109519958496094, -3.9484755992889404, 637.0534057617188)","(0.4323267936706543, 0.49866387248039246, 0.4757486581802368)",1
468891184,6406781003,"(0.41675788164138794, 0.5549048185348511)","(-26.58772087097168, 115.67929077148438, 36.2504768371582)",1,3.8719482421875,1,"(-25.553253173828125, 0.5597855448722839, 641.0370483398438)","(0.561156690120697, 0.48366498947143555, 0.4830927848815918)",1,"(0.4562549293041229, 0.5623478293418884)","(-12.665660858154297, 114.29253387451172, 35.745731353759766)",1,3.4852294921875,1,"(32.27344512939453, -3.985987901687622, 637.53857421875)","(0.43201494216918945, 0.49877068400382996, 0.4767347276210785)",1
468907839,6406797659,"(0.43685460090637207, 0.5557131767272949)","(-19.50394630432129, 115.52867126464844, 36.19562530517578)",1,3.9383544921875,1,"(-25.472030639648438, 0.30147770047187805, 641.0869140625)","(0.5609762668609619, 0.48443445563316345, 0.48318567872047424)",1,"(0.4700923264026642, 0.5498462319374084)","(-7.788187026977539, 116.62174224853516, 36.593505859375)",1,3.497894287109375,1,"(32.35429382324219, -4.195671081542969, 637.582763671875)","(0.43184322118759155, 0.4993983507156372, 0.47683385014533997)",1
